0,<END>
1,<START>
2,ADJ
3,ADP
4,ADV
5,AUX
6,CCONJ
7,DET
8,DET/NumType=Card
9,INTJ
10,NOUN
11,NUM
12,NUM/NumType=Card
13,PART
14,PRON
15,PROPN
16,PUNCT
17,PUNCT/NumType=Card
18,SYM
19,VERB
20,X

1,2,122
1,3,1
1,4,1255
1,7,119
1,10,2453
1,11,3
1,12,31
1,14,182
1,15,16
1,16,57
1,17,1
1,19,160
2,0,376
2,2,13
2,4,203
2,7,1
2,10,773
2,12,4
2,14,2
2,15,1
2,16,471
2,18,5
2,19,61
2,20,2
3,2,45
3,4,200
3,5,1
3,7,9
3,10,473
3,11,7
3,12,13
3,14,11
3,15,6
3,16,37
3,18,1
3,19,486
4,0,23
4,2,501
4,3,4
4,4,996
4,5,3
4,6,4
4,7,74
4,10,2290
4,11,30
4,12,67
4,14,62
4,15,15
4,16,191
4,18,2
4,19,3686
4,20,1
5,10,1
5,16,50
5,18,3
6,2,8
6,4,18
6,7,4
6,10,112
6,12,2
6,15,8
6,16,13
6,19,3
7,2,6
7,4,89
7,7,1
7,10,268
7,11,4
7,12,4
7,14,1
7,19,19
8,10,1
9,16,3
10,0,172
10,2,736
10,3,524
10,4,3397
10,5,11
10,6,93
10,7,72
10,9,1
10,10,9682
10,11,89
10,12,163
10,14,76
10,15,76
10,16,2115
10,17,3
10,18,8
10,19,5695
10,20,2
11,10,15
11,15,1
11,16,166
11,18,42
11,19,1
12,2,1
12,3,1
12,4,69
12,6,1
12,7,1
12,10,234
12,11,4
12,12,11
12,16,23
12,17,7
12,18,1
12,19,32
13,2,2
13,4,4
13,10,13
13,16,3
13,19,3
14,0,2
14,2,18
14,3,43
14,4,106
14,5,1
14,7,5
14,10,189
14,12,3
14,14,3
14,15,1
14,16,23
14,19,86
15,2,1
15,3,1
15,4,8
15,10,77
15,12,3
15,15,6
15,16,257
15,19,1
16,0,3125
16,2,55
16,3,710
16,4,263
16,5,1
16,6,67
16,7,47
16,9,2
16,10,1860
16,11,73
16,12,26
16,13,25
16,14,60
16,15,198
16,16,379
16,18,166
16,19,230
17,4,1
17,8,1
17,10,4
17,12,4
17,15,1
18,0,29
18,3,5
18,4,8
18,6,1
18,10,21
18,11,2
18,16,155
18,18,1
18,19,16
19,0,666
19,2,404
19,4,1332
19,5,37
19,6,2
19,7,59
19,10,4448
19,11,13
19,12,54
19,14,83
19,15,25
19,16,3344
19,18,9
19,19,2510
19,20,3
20,0,7
20,10,1
20,20,2

1,2,4,30
1,2,10,86
1,2,19,6
1,3,16,1
1,4,2,63
1,4,4,213
1,4,7,32
1,4,10,564
1,4,11,2
1,4,12,17
1,4,14,26
1,4,15,5
1,4,16,61
1,4,19,272
1,7,2,2
1,7,4,27
1,7,7,1
1,7,10,87
1,7,12,2
1,10,2,38
1,10,3,50
1,10,4,398
1,10,6,4
1,10,7,20
1,10,10,1383
1,10,11,8
1,10,12,20
1,10,14,14
1,10,15,3
1,10,16,92
1,10,19,423
1,11,16,2
1,11,18,1
1,12,4,4
1,12,10,24
1,12,12,1
1,12,19,2
1,14,2,5
1,14,3,25
1,14,4,44
1,14,7,2
1,14,10,77
1,14,12,2
1,14,14,2
1,14,16,7
1,14,19,18
1,15,16,16
1,16,2,1
1,16,4,9
1,16,7,3
1,16,10,26
1,16,14,2
1,16,15,13
1,16,16,1
1,16,19,2
1,17,12,1
1,19,2,7
1,19,4,21
1,19,7,1
1,19,10,87
1,19,11,1
1,19,12,3
1,19,14,1
1,19,16,5
1,19,19,34
2,2,4,2
2,2,10,9
2,2,16,2
2,4,2,9
2,4,4,34
2,4,7,5
2,4,10,44
2,4,14,3
2,4,15,1
2,4,16,6
2,4,19,101
2,7,10,1
2,10,0,2
2,10,2,36
2,10,3,12
2,10,4,101
2,10,5,2
2,10,7,1
2,10,10,213
2,10,11,1
2,10,12,3
2,10,14,3
2,10,15,1
2,10,16,41
2,10,19,357
2,12,4,2
2,12,10,1
2,12,19,1
2,14,10,2
2,15,16,1
2,16,0,402
2,16,2,2
2,16,3,25
2,16,7,1
2,16,10,9
2,16,11,1
2,16,16,9
2,16,18,4
2,16,19,18
2,18,0,5
2,19,0,7
2,19,2,2
2,19,4,8
2,19,10,12
2,19,16,26
2,19,19,6
2,20,0,2
3,2,0,1
3,2,2,2
3,2,4,6
3,2,10,33
3,2,16,2
3,2,19,1
3,4,2,12
3,4,4,23
3,4,5,1
3,4,7,1
3,4,10,49
3,4,11,2
3,4,12,1
3,4,14,1
3,4,16,5
3,4,19,105
3,5,16,1
3,7,10,9
3,10,2,8
3,10,3,6
3,10,4,81
3,10,6,2
3,10,10,215
3,10,11,4
3,10,12,2
3,10,14,1
3,10,15,3
3,10,16,32
3,10,19,119
3,11,16,6
