включая,4.104512815651353
переброской,8.074804729203475
противостояние,6.203002552301884
соединёнными,8.074804729203475
кари́бский,8.074804729203475
(,0.46049258275147525
сша,2.8517498471559857
мог,4.76061872453095
название,2.907165686297555
cuban,8.074804729203475
подразделений,6.37005663696505
напряжённое,8.074804729203475
вооружения,5.9953631875236395
),0.46049258275147525
политическое,5.77221963620943
термин,4.049453038468326
на,0.6305560797067697
распространено,5.77221963620943
кубинцы,8.074804729203475
кризисом,7.38165754864353
между,2.7840156290762303
которое,3.9396381724611196
оружия,5.27144434829694
«октябрьским,8.074804729203475
сил,4.203603718295584
военное,5.877580151867256
к,1.5294550688690556
кризис,5.877580151867256
crisis,7.669339621095311
spanish,5.302216006963694
тайной,6.822041760708108
размещением,7.38165754864353
.,0.03001805164928364
1961,4.424146487909737
в,0.14946646686531073
кризис»,8.074804729203475
вооружённых,4.707508899217001
ядерной,6.822041760708108
оружие,5.934738565707204
исторический,5.723429472039998
missile,7.38165754864353
было,2.0381278392739453
называют,4.624817183371888
военных,4.548444204587314
частей,5.079072455649484
de,4.505272032722106
техники,5.589898079415475
english,2.656484570260742
—,0.4222590365095544
:,0.9989958652250884
чрезвычайно,6.203002552301884
союзом,5.877580151867256
кубе,7.158513997329321
штатами,7.158513997329321
году,1.341402837366116
вызвано,6.570727332427201
октябре,4.6408175247183285
определяющий,7.38165754864353
турции,5.4006560797769465
«кубинский,8.074804729203475
года,0.9139588225391764
привести,6.28304525997542
octubre,8.074804729203475
ракетный,8.074804729203475
»,1.6016859356297823
ссср,2.857155265722893
и,0.2475638274506639
войне,4.279315540031281
дипломатическое,8.074804729203475
советским,6.059901708661211
ядерное,8.074804729203475
1962,5.030282291480052
",",0.08000379792469388
ядерного,6.570727332427201
его,1.6605264356527158
глобальной,8.074804729203475
впоследствии,3.6742017089566583
советского,4.279315540031281
воду,5.2415913851472595
флота,4.6408175247183285
],0.6238534464248968
%,3.454745930721633
ноября,3.1695299507650456
начаты,6.465366816769375
августа,2.974938301379277
3,2.275712074742949
жданова,7.669339621095311
балтике,8.76795190976342
по,1.0272875078461796
велись,6.688510368083585
1957,4.876131611652794
вступил,5.030282291480052
1954,4.961289419993101
марта,3.195797877585656
8,2.9215131347056964
списки,6.465366816769375
-,1.128790738104248
были,2.1293841205969
при,2.2414570501926305
испытания,5.333964705278274
4,2.3710222545472743
эсминец,8.074804729203475
готовности,7.38165754864353
артиллерии,5.877580151867256
16,3.3041201047378106
[,0.7999787301004854
26,3.5000937507000924
произведена,6.976192440535366
1952,4.98376227584516
1953,4.593564639867783
принят,5.157033997119196
состав,3.7117061044151125
33,4.519456667714062
июня,3.0980709867829006
зачислен,6.688510368083585
а.,3.5805661039226657
военно,4.98376227584516
корабль,5.030282291480052
с,0.7352670337958005
19,3.547596084685096
строительный,7.669339621095311
флотом,6.465366816769375
1956,4.76061872453095
27,3.3973138816357578
была,1.918885627129963
апреля,3.136740127942055
корпуса,5.1303657500370345
морского,5.472115043759091
1955,5.030282291480052
декабря,3.126044838825307
190,5.934738565707204
закладка,7.158513997329321
9,3.360780138303302
1,1.385827544025908
701,7.669339621095311
№,3.8851499871770496
заводе,5.006751794069858
официальная,5.934738565707204
спущен,5.934738565707204
октября,3.080976553423601
вмф,6.465366816769375
корабля,5.589898079415475
сентября,3.091198107495139
28,3.5156784817167908
им.,5.4006560797769465
город,3.1695299507650456
симбирск,7.158513997329321
симби́рская,8.76795190976342
ульяновская,8.074804729203475
административно,6.128894580148162
ульяновск,8.074804729203475
1924,4.76061872453095
1796,6.059901708661211
империи,3.4400757409738394
существовавшая,6.822041760708108
1928,5.27144434829694
единица,6.059901708661211
территориальная,7.38165754864353
губерния,4.939310513274325
республики,3.5805661039226657
рсфср,4.104512815651353
губе́рния,8.074804729203475
годах,3.0059005269832437
российской,3.2266883646049944
губернский,7.669339621095311
части,3.2188758248682006
наиболее,3.347416910491135
протекает,5.934738565707204
коломенка,8.76795190976342
рязанью,8.76795190976342
км,3.325534199241627
оку,8.76795190976342
ока,8.76795190976342
окской,8.76795190976342
реки,4.133222921533784
округа,4.76061872453095
которых,2.9658335343863578
100,4.023019781400171
европейской,5.302216006963694
6 712,8.76795190976342
коломна,7.38165754864353
крупные,5.472115043759091
равнины,6.37005663696505
россии,2.533541184045049
расположен,4.361232662499168
железной,5.676909456405105
от,1.5571334562912003
составляет,3.5805661039226657
автодороге,7.38165754864353
117,5.877580151867256
впадения,6.203002552301884
находится,4.04056409105108
из,1.2104790081486743
москвы,4.463886816559251
площадью,5.77221963620943
рек,5.4006560797769465
до,1.7014849396264626
города,3.037852126789846
примерно,4.058421708451086
несколько,3.1189776716022144
она,3.122505012120183
посередине,6.822041760708108
га[2,8.76795190976342
москворецко,8.76795190976342
территории,2.907165686297555
москва,4.24616333271438
коломны,8.76795190976342
расстояние,5.934738565707204
площадь,4.04056409105108
центре,4.6408175247183285
у,2.5026506970257105
просторах,8.074804729203475
москвой,6.37005663696505
дороге,5.676909456405105
совпадает,6.37005663696505
городского,5.157033997119196
каждого,5.5098553717419385
«challenge»,7.669339621095311
два,3.329872600840225
час,5.934738565707204
сезону,7.38165754864353
the,3.597467914725269
–,5.723429472039998
chatsworth,7.38165754864353
один,2.9186271298165614
2007,4.058421708451086
1998,4.45046379622711
позже,3.6031659358399066
телевидения,5.589898079415475
тьюдор,7.669339621095311
а,1.5381131316121701
лабиринт,7.38165754864353
выходило,7.158513997329321
производства,4.463886816559251
12,2.962816940846932
шоу,5.157033997119196
январе,4.778967863199147
television,6.688510368083585
последние,4.7426002190282714
каналах,7.38165754864353
был,1.4886330743488005
15,2.907165686297555
рекламу,7.669339621095311
тнт,6.688510368083585
«channel,7.669339621095311
год,2.7205797307171427
британское,6.37005663696505
эд,7.38165754864353
ричард,5.723429472039998
1990,4.162781723775329
транслируемое,7.669339621095311
канале,5.77221963620943
00,5.723429472039998
